PersonId,Sex,Age,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
4094,Male,57,1,4,3,4,1,1,1,5,1,5,4,4,4,2,4,5,3,3,4,2,2,3,1,4,3,4,3,3,3,3,4,2,4,3,2,4,5,1,3,4,5,1,5,2,5,1,5,5,3,4
4095,Male,28,1,5,3,4,1,5,1,1,1,5,2,2,4,2,4,5,3,2,5,3,3,4,1,5,2,5,2,1,5,5,2,1,3,2,2,5,1,1,5,3,2,1,4,3,4,2,4,1,2,3
4096,Female,26,2,3,4,2,2,4,3,4,2,2,3,2,3,2,5,4,4,4,4,3,4,2,2,4,4,3,4,4,3,3,2,2,3,2,1,4,4,2,2,3,2,2,2,4,3,4,3,3,4,3
4097,Male,26,5,1,4,4,4,1,5,1,3,4,5,1,5,3,2,4,5,5,2,1,3,5,1,5,5,5,1,5,4,3,1,5,3,4,3,2,1,1,2,5,5,5,4,4,4,1,5,2,5,5
4098,Male,14,2,5,3,4,2,3,2,3,2,3,2,4,3,4,2,2,2,2,3,3,3,4,3,3,2,4,2,2,3,3,3,3,3,3,3,2,3,3,2,2,3,3,4,3,4,2,2,2,3,3
4099,Male,26,1,3,1,4,2,3,1,3,3,4,3,2,5,2,4,4,4,4,4,4,2,3,2,4,4,5,3,4,4,4,2,4,4,4,3,3,5,5,3,4,4,2,4,2,4,2,4,4,5,4
4100,Female,19,2,4,2,5,2,2,2,3,4,5,3,4,4,1,5,4,4,2,2,4,4,5,4,5,3,4,2,5,4,3,3,4,4,4,1,2,3,5,2,3,2,2,4,1,4,2,4,4,5,4
4101,Male,41,3,3,3,3,4,3,3,4,3,3,4,3,5,2,3,3,3,3,4,4,4,4,3,4,3,3,3,3,3,3,4,4,5,3,3,4,3,2,4,5,5,1,5,2,3,1,5,4,3,4
4102,Male,27,3,4,2,3,2,3,1,5,5,5,3,3,5,1,1,3,5,5,1,5,1,3,1,5,2,5,4,3,5,5,4,3,2,2,3,5,3,2,1,4,1,4,3,2,4,2,5,1,3,4
4103,Male,22,1,4,4,3,5,4,2,3,5,3,3,2,4,4,2,4,4,3,4,3,1,3,4,3,2,4,3,3,4,3,3,3,4,5,2,5,1,4,3,3,3,2,3,2,4,4,5,4,4,3
4104,Male,14,2,3,1,4,2,2,1,2,2,5,5,2,5,5,5,5,5,5,5,5,4,2,4,2,4,3,3,1,3,1,2,3,4,4,1,4,1,3,1,2,4,2,5,3,4,1,2,3,4,4
4105,Male,19,4,1,3,2,4,1,4,2,4,2,3,2,4,2,4,3,5,5,3,4,2,5,4,4,2,4,1,4,5,4,3,3,4,4,1,5,4,4,2,4,5,1,5,1,5,1,5,5,5,5
4106,Female,50,3,2,2,3,4,2,3,4,4,4,5,2,4,2,4,4,3,4,4,4,3,4,4,3,2,2,4,2,4,4,4,3,4,2,2,2,4,4,3,4,5,4,5,2,5,1,4,4,4,5
4107,Female,16,3,4,4,3,3,3,3,2,5,4,2,5,4,2,3,1,4,4,1,2,4,4,1,5,3,4,3,4,5,3,3,4,4,3,3,5,2,3,2,3,3,3,3,3,5,1,4,2,4,5
4108,Female,19,3,3,3,4,3,3,3,3,4,3,5,2,5,1,4,4,5,5,5,4,2,4,4,4,2,3,2,4,4,3,2,5,4,5,1,5,2,4,1,2,3,2,5,1,3,1,3,4,2,4
4109,Male,23,5,2,4,3,3,3,2,3,3,5,5,4,4,3,2,3,4,4,4,4,4,4,1,4,2,5,3,5,5,4,4,5,4,3,3,4,4,4,5,5,2,3,3,3,4,2,3,3,5,3
4110,Male,17,4,2,4,3,2,2,3,4,4,4,4,4,4,4,2,2,2,2,2,2,1,4,2,5,2,5,2,4,4,5,2,4,4,4,2,3,3,4,1,3,5,3,5,2,5,2,4,4,4,5
4111,Male,32,3,1,5,1,5,1,5,2,5,1,2,3,3,3,1,1,1,1,1,2,2,1,1,5,1,4,1,5,5,5,5,4,5,2,2,5,1,3,2,3,5,1,5,1,4,5,5,4,4,5
4112,Female,16,1,2,3,4,4,2,1,4,4,5,4,3,5,1,5,5,5,5,5,5,1,5,3,5,1,1,1,5,5,5,3,4,4,5,1,4,5,5,3,3,1,4,1,3,1,5,3,1,5,1
4113,Female,57,2,5,3,4,4,5,3,5,5,3,1,4,3,5,1,1,1,1,1,1,1,4,2,5,4,4,2,5,4,4,5,1,4,1,5,1,5,1,5,5,5,2,4,3,4,2,4,4,5,4
4114,Female,45,4,1,5,1,5,1,5,1,5,1,1,1,5,5,1,5,2,5,5,5,5,5,1,3,5,1,1,1,5,1,5,1,1,1,5,1,5,5,2,1,5,1,5,1,5,1,5,1,5,5
4115,Female,20,2,4,4,3,4,3,4,3,4,3,2,4,3,4,3,4,3,2,3,1,3,4,4,3,3,2,2,3,4,3,3,4,4,3,2,3,2,2,3,4,4,2,4,3,5,5,3,4,4,5
4116,Female,22,5,1,5,1,5,2,5,3,3,2,4,2,4,4,3,4,4,3,3,3,4,4,3,4,1,5,1,5,5,5,3,1,3,2,3,3,3,1,2,3,4,3,3,2,4,2,5,2,4,4
4117,Female,33,2,3,2,4,2,4,2,5,1,5,5,2,5,2,4,4,5,5,5,4,1,3,3,5,3,4,3,3,5,3,4,3,5,3,3,2,5,2,4,5,4,1,5,2,4,2,5,3,5,5
4118,Female,31,4,2,5,1,5,1,3,3,4,2,1,4,1,5,1,4,3,3,4,1,1,5,1,4,1,5,1,5,5,4,3,1,5,1,1,1,2,1,1,3,3,1,3,1,5,1,5,1,5,5
4119,Female,41,2,5,1,5,5,5,1,5,1,1,1,5,4,1,1,1,1,1,1,3,1,2,1,5,3,5,3,5,5,5,4,5,1,1,1,3,1,1,1,1,1,3,5,5,4,1,5,1,5,5
4120,Female,28,4,4,4,2,4,4,3,4,5,2,3,4,3,3,3,3,3,3,2,2,2,3,2,4,4,2,3,4,5,5,3,2,3,3,3,4,2,2,3,4,2,1,4,1,5,1,3,3,2,5
4121,Female,13,3,3,5,2,5,1,3,5,5,3,1,5,2,3,1,1,1,1,1,1,1,5,3,5,1,3,5,5,5,4,5,3,5,2,3,1,5,3,3,5,5,1,5,1,3,1,5,5,5,5
4122,Male,19,3,5,3,5,4,1,4,5,3,2,5,2,5,3,5,2,4,2,4,3,3,3,2,3,1,4,2,3,3,4,4,1,3,4,4,4,4,1,4,3,4,2,3,3,3,3,5,4,4,3
4123,Male,17,5,1,5,4,5,1,4,1,5,3,5,5,3,4,2,4,2,2,5,3,5,5,3,5,5,5,2,5,5,5,5,2,5,1,5,1,4,3,3,5,5,1,5,2,5,1,5,2,5,5
4124,Female,14,1,3,1,5,3,4,1,5,1,5,5,5,5,3,1,5,5,5,5,5,1,4,5,5,1,5,1,5,5,3,1,5,3,5,3,5,3,1,3,3,4,3,5,3,5,5,3,3,5,5
4125,Female,29,2,3,4,4,3,3,3,4,2,4,3,4,3,4,2,3,3,2,1,2,1,4,1,5,2,3,2,4,5,4,4,3,5,1,3,3,4,2,2,4,3,2,4,2,5,2,4,2,5,5
4126,Male,24,3,1,5,3,5,1,5,4,3,1,5,5,1,2,2,1,5,5,1,4,2,5,3,3,3,1,3,3,3,5,3,5,3,5,3,3,3,1,3,4,1,5,3,3,3,2,3,3,3,5
4127,Female,21,1,4,3,4,4,3,2,4,2,4,5,2,5,2,4,4,2,3,5,4,2,4,1,4,2,5,2,4,4,3,5,3,5,3,3,2,5,2,4,4,4,4,4,4,2,2,4,4,3,2
4128,Female,16,4,2,4,2,4,2,4,3,4,3,5,3,4,3,4,5,3,2,2,3,1,5,1,5,1,5,2,4,5,4,3,2,4,2,4,3,3,2,3,4,5,1,5,2,5,1,5,5,4,5
4129,Female,28,3,2,4,3,5,3,3,3,3,3,3,3,4,3,3,2,3,2,3,3,1,2,3,5,2,5,2,4,5,4,3,4,4,2,3,3,4,2,4,4,4,2,4,2,4,1,5,4,4,4
4130,Female,26,2,5,2,5,3,5,2,4,2,5,4,3,5,3,5,3,3,3,3,4,2,5,1,5,1,5,3,5,5,5,2,5,5,1,5,5,4,1,3,5,5,5,5,1,4,1,3,2,4,4
4131,Female,13,3,5,2,4,2,4,3,4,3,5,3,4,4,2,3,3,4,4,5,2,4,2,4,2,5,2,4,1,3,4,4,3,5,2,3,3,5,3,4,5,3,5,5,3,4,1,4,4,5,3
4132,Female,13,3,2,5,2,4,2,3,3,4,3,3,3,4,1,5,5,5,5,5,5,1,4,5,3,3,3,2,3,3,4,4,2,3,4,1,4,3,3,1,3,5,1,4,1,3,1,4,5,3,3
4133,Female,35,1,5,5,5,3,2,2,5,1,4,3,5,5,2,4,2,2,2,2,2,1,5,1,5,3,5,1,3,4,5,4,1,4,1,3,1,4,1,4,3,5,2,4,1,3,2,5,5,5,2
4134,Male,47,4,2,4,3,4,3,3,3,3,4,3,4,4,4,4,3,3,2,4,2,1,4,2,4,1,4,2,5,4,4,4,3,3,2,3,3,4,2,3,4,4,1,4,1,5,1,5,4,3,5
4135,Female,17,2,5,1,4,1,5,1,5,1,5,4,4,4,2,5,5,4,4,5,5,3,1,2,2,5,3,5,2,2,3,3,2,4,3,3,3,3,3,3,4,4,2,4,3,4,2,3,4,4,4
4136,Female,21,1,1,5,4,5,2,4,4,2,2,4,2,4,2,5,4,4,4,4,4,1,5,1,5,1,5,1,5,5,5,2,5,4,4,2,5,2,2,2,5,4,2,5,3,4,1,4,3,5,4
4137,Male,23,1,3,3,5,3,3,1,4,2,4,2,4,1,5,2,3,1,1,4,1,3,3,3,3,3,2,4,4,3,4,3,2,3,2,2,3,3,3,2,4,4,1,5,1,5,1,5,1,5,5
4138,Male,19,2,3,5,2,5,2,3,3,3,3,1,5,2,5,1,1,1,1,3,1,4,4,3,4,2,2,2,2,4,3,3,2,4,2,1,3,3,4,1,4,5,1,5,2,3,1,5,5,5,3
4139,Female,25,2,2,2,3,1,2,1,2,4,5,4,4,4,4,4,5,5,5,5,4,4,2,1,5,2,5,3,4,5,4,3,2,4,2,3,1,5,3,5,3,2,3,3,2,3,1,4,3,5,4
4140,Male,65,1,5,2,3,3,3,2,5,1,5,5,2,5,1,5,4,3,3,4,5,2,3,3,4,3,3,3,3,4,3,3,1,4,4,1,2,5,5,2,3,2,4,3,3,3,4,3,3,5,3
4141,Male,22,2,5,2,4,4,3,2,3,3,3,3,4,4,3,4,4,4,2,3,4,5,4,4,4,3,3,3,4,5,2,3,2,5,2,3,1,4,5,2,3,2,3,4,3,2,2,4,3,5,4
4142,Male,21,5,4,4,3,5,2,2,2,5,4,2,4,4,2,2,2,4,5,4,4,1,4,1,4,4,4,2,4,5,5,4,1,4,2,4,2,4,4,2,4,3,1,4,2,4,2,4,4,2,5
4143,Male,14,1,5,2,3,1,3,1,2,3,1,5,4,4,3,4,4,5,5,4,3,4,5,2,3,2,1,1,2,3,3,2,5,2,4,1,5,2,4,2,3,2,1,4,1,4,1,2,3,5,4
4144,Female,22,5,1,4,4,4,1,3,4,5,3,5,3,4,3,4,3,4,3,3,3,4,4,1,5,3,5,3,4,4,3,5,1,5,1,3,4,5,1,4,5,3,1,4,1,4,1,5,1,5,4
4145,Male,45,1,3,3,4,2,2,1,2,1,4,3,3,4,3,2,2,2,2,3,2,1,3,1,5,2,5,2,5,4,4,4,2,2,2,2,4,4,2,4,2,5,2,4,2,4,2,4,4,4,4
4146,Male,29,2,2,2,3,3,2,3,3,3,4,3,4,3,2,1,1,4,2,4,2,4,3,5,3,2,3,3,3,3,5,3,4,3,2,1,2,1,2,2,4,5,2,4,1,4,1,4,5,5,5
4147,Male,22,3,4,2,3,4,3,2,5,3,3,3,3,3,4,3,3,3,3,4,4,5,4,4,5,2,2,3,5,5,3,4,1,5,4,2,1,4,4,2,2,3,2,4,1,4,2,4,4,5,4
4148,Female,21,1,3,3,5,1,3,1,4,1,5,5,2,4,3,5,5,4,5,5,3,3,3,1,5,2,5,2,1,5,3,3,1,4,4,3,5,3,5,1,3,3,3,3,3,4,4,3,4,3,3
4149,Female,48,2,3,3,2,4,3,2,4,2,4,2,4,2,2,3,3,3,2,3,2,1,4,3,4,1,4,1,4,4,3,1,5,1,3,1,5,2,4,2,1,3,1,2,2,3,4,3,2,4,4
4150,Male,21,3,2,4,3,4,3,4,3,4,3,1,5,1,5,1,1,1,1,2,1,1,1,5,1,1,1,5,2,1,4,4,2,5,3,1,4,4,4,3,3,4,2,5,3,5,1,5,5,1,5
4151,Female,40,4,3,5,3,5,2,5,4,4,4,3,4,3,4,2,1,1,1,1,2,1,4,1,5,2,4,1,5,5,5,4,2,5,5,5,2,4,1,4,4,4,1,4,1,4,1,5,3,5,5
4152,Male,45,4,2,3,2,4,2,2,3,2,3,4,4,4,3,4,3,2,2,2,2,4,4,2,4,3,4,2,4,4,3,4,3,4,2,3,3,3,2,3,4,4,1,4,1,4,1,4,3,4,4
4153,Female,16,1,5,1,5,1,4,1,5,3,5,1,5,3,4,2,5,5,5,5,2,5,3,4,2,5,1,5,2,2,2,4,4,4,4,2,4,4,4,5,5,5,3,5,4,5,1,5,5,3,4
4154,Female,23,4,2,3,3,3,3,3,5,1,5,5,4,4,3,5,4,4,3,3,1,1,5,2,5,2,5,2,5,5,3,2,5,1,4,1,5,5,3,3,3,3,1,3,1,5,1,5,2,3,5
4155,Female,36,2,4,3,2,3,4,1,4,5,5,1,4,3,4,1,3,1,1,2,3,3,3,1,3,3,3,3,3,3,3,3,2,3,5,3,5,3,3,3,4,4,1,5,2,4,1,5,5,5,5
4156,Female,17,1,4,2,5,2,5,2,5,5,5,5,1,5,2,5,4,5,4,4,4,5,4,1,1,1,3,1,4,1,3,2,1,5,2,3,1,5,3,4,3,2,3,3,1,3,3,4,2,5,2
4157,Male,37,2,1,3,3,5,2,5,4,2,3,3,4,3,2,4,3,3,2,3,3,1,4,2,4,2,4,2,3,4,4,3,5,3,2,2,5,2,1,1,5,4,2,5,2,3,1,4,4,4,5
4158,Female,24,2,3,2,4,1,4,1,1,3,5,5,2,5,5,5,5,5,5,5,5,3,5,5,4,3,3,3,4,4,2,3,5,3,5,2,5,5,5,5,3,1,5,5,4,4,1,2,5,1,4
4159,Female,24,2,2,3,3,2,1,2,4,2,4,3,4,4,2,2,2,4,2,2,3,4,4,1,4,1,4,2,4,5,4,4,4,4,2,3,2,4,2,4,4,5,1,5,1,5,1,5,5,5,5
4160,Male,15,2,4,4,3,2,2,1,2,4,4,4,4,5,4,4,2,3,2,2,4,4,4,3,3,3,4,3,3,4,2,4,5,3,4,2,4,4,4,2,3,3,2,4,2,4,1,4,4,2,4
4161,Male,15,3,3,3,3,3,3,3,3,3,3,4,3,5,1,3,3,2,2,3,5,2,2,2,4,2,4,2,3,3,3,1,2,4,2,1,3,1,4,1,2,5,2,4,3,3,2,5,4,4,3
4162,Female,49,2,3,4,2,4,2,3,2,4,4,2,4,4,4,2,2,4,1,2,2,1,5,2,4,1,4,1,2,5,4,4,2,4,4,4,2,4,2,4,5,5,2,5,1,5,1,4,5,5,5
4163,Female,35,2,2,2,5,3,3,1,3,4,4,1,2,4,3,4,5,5,5,4,4,1,3,4,2,2,5,2,3,2,3,2,4,5,2,4,5,5,2,2,3,3,5,2,1,3,4,4,2,2,2
4164,Female,40,1,4,2,4,2,3,2,4,2,4,4,2,4,2,4,4,4,4,4,4,1,4,1,4,2,4,2,4,4,4,4,2,3,2,4,2,4,1,4,4,3,3,5,2,4,1,4,3,4,4
4165,Female,23,2,4,3,2,5,2,1,4,5,5,4,2,5,2,4,3,3,4,4,3,5,3,2,5,2,4,2,4,4,5,4,5,3,2,1,5,2,4,2,3,1,3,3,4,5,4,4,2,4,4
4166,Female,21,1,1,5,3,5,1,1,5,2,2,5,1,5,1,5,5,5,5,5,5,1,2,3,5,3,5,2,4,5,1,3,1,5,1,1,3,5,4,1,4,5,1,5,1,3,1,5,5,5,5
4167,Male,19,5,1,1,1,5,5,5,4,1,5,1,5,1,5,5,5,4,5,5,1,1,5,5,5,5,5,5,1,5,1,1,5,1,1,5,5,1,5,1,1,1,5,5,5,3,1,4,5,5,1
4168,Female,31,3,5,4,2,3,1,1,5,1,5,1,2,3,1,5,1,1,3,3,4,1,5,1,5,1,5,5,5,4,5,3,1,5,3,1,2,5,3,5,5,4,5,3,1,2,1,2,1,5,3
4169,Female,21,1,4,5,5,5,2,5,2,5,3,3,5,5,1,5,4,5,5,4,5,1,5,2,5,1,5,1,4,5,5,4,5,2,5,1,5,5,4,5,5,3,1,3,2,4,2,5,2,5,5
4170,Male,28,1,5,2,4,2,4,1,3,5,4,5,3,4,3,4,5,5,5,5,3,3,2,2,3,3,3,3,2,3,2,4,3,4,2,1,2,3,4,3,3,2,4,3,4,3,4,3,2,3,2
4171,Female,15,1,5,1,5,1,5,1,5,1,5,2,5,5,5,1,1,5,1,4,1,1,3,1,3,4,5,5,4,1,3,3,5,5,5,5,3,5,2,1,5,1,2,3,5,2,5,5,1,1,1
4172,Female,16,4,1,5,1,5,1,3,2,5,1,2,4,2,4,5,2,2,2,2,1,2,5,1,4,2,2,1,4,2,5,4,2,3,2,4,2,3,1,1,3,5,1,5,1,5,1,5,3,3,5
4173,Male,16,1,5,3,5,1,5,1,4,4,5,5,2,5,2,3,4,4,5,5,3,1,3,4,5,1,5,5,4,4,3,2,3,4,4,1,5,4,2,4,4,5,4,3,3,3,5,5,4,3,2
4174,Female,13,4,1,4,2,4,2,4,2,4,3,4,3,5,3,3,2,3,3,3,2,1,4,4,4,2,4,2,5,4,4,3,4,5,5,1,4,3,3,4,4,5,2,4,3,4,2,4,5,5,5
4175,Male,21,2,1,2,3,4,4,3,1,4,1,2,1,4,3,5,5,5,5,5,1,3,1,2,3,3,5,3,5,5,3,3,2,2,3,3,5,1,1,1,1,2,2,4,3,4,1,5,1,5,3
4176,Female,18,5,2,4,1,5,2,5,3,4,1,4,3,4,3,5,4,4,4,4,3,3,5,3,4,3,5,3,4,5,3,3,5,4,3,2,4,3,4,1,3,4,1,4,1,5,1,4,4,4,5
4177,Female,14,5,1,5,1,5,1,5,1,5,1,5,2,2,5,5,4,5,5,5,1,5,1,5,1,5,1,5,1,1,2,5,4,5,4,1,5,1,5,5,4,5,5,5,5,5,1,5,5,3,5
4178,Male,33,4,4,4,2,4,4,4,2,4,4,5,2,5,1,4,2,4,4,5,4,2,5,4,4,2,4,2,4,4,2,4,1,4,2,4,1,5,3,5,4,4,2,4,1,4,1,2,4,5,5
4179,Female,18,3,1,5,4,5,2,4,4,5,2,2,5,2,3,2,4,4,4,4,3,4,5,1,5,1,5,2,5,5,3,3,3,4,2,3,2,4,3,3,4,2,3,5,3,5,1,5,2,2,5
4180,Female,44,1,5,3,4,2,4,2,5,2,5,4,3,4,4,3,3,3,2,4,2,2,4,3,4,2,5,2,4,4,3,4,4,4,3,4,2,4,2,4,4,4,2,3,2,4,2,4,2,5,4
4181,Male,16,3,4,4,2,4,1,4,5,5,2,4,4,4,5,2,2,3,1,3,2,1,5,2,5,1,4,1,4,4,5,4,2,4,1,3,2,4,2,4,4,4,2,3,1,4,3,5,4,4,4
4182,Female,23,1,5,3,4,1,5,1,4,2,5,2,4,5,2,4,4,4,3,1,2,2,3,1,4,4,5,4,4,4,3,4,4,5,1,3,3,4,1,1,4,4,4,5,2,4,1,4,2,5,4
4183,Female,42,3,3,5,3,3,2,3,3,3,3,1,5,2,4,3,1,1,1,2,1,1,5,1,5,1,3,1,5,4,5,4,5,4,3,1,5,3,3,2,3,4,1,5,1,4,1,5,3,4,5
4184,Male,25,1,4,5,3,5,2,4,4,5,1,1,4,1,2,1,2,2,2,2,3,4,2,4,1,2,4,2,1,4,2,3,1,2,1,2,2,4,2,3,5,2,1,5,1,5,1,5,2,4,5
4185,Female,15,2,4,3,3,3,4,3,4,2,4,4,5,5,3,4,4,5,5,4,3,1,4,4,4,2,4,1,4,5,4,3,3,5,3,3,4,3,2,4,4,2,3,5,2,3,4,2,3,4,3
4186,Female,24,1,5,3,3,2,5,2,2,3,5,5,2,5,4,3,5,3,2,5,5,4,3,2,3,3,4,2,2,4,2,2,2,4,2,4,3,1,2,2,4,1,2,4,2,2,2,5,1,4,3
4187,Female,23,2,2,3,3,3,2,3,3,3,5,2,4,4,4,3,3,3,3,1,5,3,5,2,5,2,4,1,5,5,4,1,5,1,5,2,5,1,3,1,2,1,2,4,1,3,2,4,1,5,3
4188,Male,28,2,5,1,5,3,5,2,4,1,5,4,4,4,2,4,4,4,3,4,4,3,3,3,4,2,3,3,4,2,5,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4
4189,Female,17,2,2,2,2,3,4,1,2,4,4,3,2,4,2,2,3,4,2,2,1,4,2,2,2,4,1,3,4,4,5,2,4,4,3,2,4,3,3,2,3,1,3,5,1,4,1,4,2,2,5
4190,Female,26,5,1,5,1,5,1,5,1,5,1,1,5,3,4,2,1,1,1,2,1,1,5,1,5,1,3,1,5,5,5,3,2,5,1,4,2,3,1,1,4,3,1,5,1,5,1,3,1,5,5
4191,Female,16,1,5,1,5,1,5,1,3,2,5,5,2,4,1,4,4,3,3,5,5,2,1,3,2,5,3,5,2,3,1,3,3,1,3,2,5,3,3,4,4,4,4,5,2,3,1,4,3,3,3
4192,Female,69,3,3,2,4,3,3,4,5,1,4,5,1,5,1,4,4,3,4,4,4,1,5,1,5,1,4,1,5,5,4,3,1,3,2,2,2,4,2,2,3,3,3,3,2,5,3,3,3,5,5
4193,Male,36,4,2,4,1,5,2,5,2,5,1,2,4,4,3,3,2,4,2,4,3,4,4,3,2,4,2,4,3,3,4,5,1,5,2,3,2,5,2,4,4,5,1,4,2,4,2,5,5,4,4
4194,Male,18,1,3,4,1,2,1,1,1,5,5,3,5,3,2,1,3,4,3,4,2,2,5,1,2,1,5,1,3,5,3,5,1,1,1,2,1,4,1,2,4,5,4,5,1,5,1,2,5,5,5
4195,Male,41,2,3,2,4,4,2,2,3,3,4,3,2,4,2,2,4,3,3,3,4,2,4,1,4,3,4,2,2,4,3,4,5,5,2,2,4,4,2,3,4,5,1,3,1,4,2,5,4,3,4
4196,Male,28,3,3,1,3,3,2,4,3,3,3,5,1,4,1,3,5,4,3,4,4,2,3,1,4,3,2,3,4,4,3,2,4,5,3,1,2,3,2,3,3,5,2,3,1,3,3,5,4,5,5
4197,Female,65,2,2,3,4,4,4,3,4,2,5,5,3,4,1,3,4,5,4,3,5,1,4,1,5,1,5,1,4,4,2,3,5,3,5,1,5,4,1,1,3,4,4,2,2,1,5,3,2,4,1
4198,Female,36,3,2,2,4,4,3,4,5,4,5,3,3,4,2,2,4,5,3,4,2,2,4,2,4,2,4,3,4,4,4,4,1,2,3,4,2,2,3,3,1,5,1,4,1,4,2,5,4,5,4
4199,Female,19,2,2,3,3,3,5,1,4,1,5,5,3,5,1,5,1,5,5,5,5,5,4,5,3,3,3,4,3,3,4,5,5,5,5,1,5,4,3,5,3,1,3,4,3,4,1,3,2,3,3
4200,Female,15,2,3,4,2,4,2,2,3,4,4,5,1,5,1,4,5,5,5,5,5,2,5,3,5,2,3,2,5,4,2,4,3,4,4,2,2,4,2,4,3,5,4,5,2,5,2,4,5,5,5
4201,Female,15,4,2,5,2,3,2,2,1,5,4,3,3,4,3,4,4,3,2,4,1,2,5,1,3,2,3,3,3,3,3,2,5,4,2,3,4,4,1,2,4,3,2,5,1,5,1,5,3,5,5
4202,Female,19,4,3,2,4,3,1,1,2,2,5,5,3,5,3,4,4,3,1,2,3,1,4,1,5,1,4,1,5,5,5,4,2,5,4,2,1,5,2,1,3,5,3,4,3,4,2,4,4,5,5
4203,Female,54,1,3,2,4,4,1,2,4,2,4,2,2,5,5,1,1,1,1,3,1,2,4,1,4,3,3,2,3,3,4,5,1,4,1,5,2,5,1,5,5,4,1,5,1,5,2,5,4,4,5
4204,Female,46,3,1,5,2,5,1,5,3,5,5,5,1,5,1,5,5,5,5,5,5,1,3,1,5,3,5,4,2,5,3,1,5,5,5,1,5,2,5,4,3,5,3,5,1,4,1,3,5,5,5
4205,Male,23,2,5,3,5,4,4,2,5,5,5,3,2,4,2,2,3,2,1,3,4,1,5,2,5,2,5,2,4,3,4,4,3,4,4,3,3,5,3,5,3,4,1,5,2,4,1,5,3,3,5
4206,Female,32,2,4,4,3,3,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,4,5,1,3,2,2,2,2,3,2,3,2,4,2,4,3,4,3,3,3,5,1,3,2,4,1,5,3,3,4
4207,Female,21,1,1,4,5,2,4,2,5,4,5,4,4,4,3,2,3,2,2,5,1,1,5,1,4,2,5,1,5,4,5,2,3,4,2,1,2,4,3,2,4,4,4,5,3,4,1,4,3,5,4
4208,Male,15,2,4,3,3,4,2,3,2,3,2,2,4,2,3,2,1,2,2,1,2,2,4,2,4,1,2,2,3,4,2,4,3,3,3,4,4,2,3,1,4,4,1,4,1,4,2,5,3,4,4
4209,Female,43,4,3,1,4,5,3,5,5,1,1,1,3,4,1,1,1,4,5,1,5,1,5,1,4,1,3,3,4,5,5,1,2,5,1,2,2,3,1,1,4,3,1,4,1,4,1,4,1,4,4
4210,Female,16,1,5,2,4,4,5,2,4,2,3,5,5,4,1,2,5,5,5,5,5,3,5,4,4,4,4,1,4,4,2,2,5,4,5,4,5,4,4,4,4,5,4,5,1,5,1,5,5,5,5
4211,Female,44,3,1,4,4,5,1,5,4,3,1,3,3,3,2,3,2,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,3,4,2,3,2,3,1,4,5,4,2,5,2,4,1,4,5,5,5
4212,Male,50,4,2,4,4,5,1,4,4,2,4,5,1,5,2,3,2,3,2,4,3,1,5,3,5,1,5,1,2,4,4,1,2,3,2,1,4,2,2,3,2,4,1,5,1,4,1,3,2,2,3
4213,Male,19,1,5,2,5,1,5,1,3,3,5,4,2,5,1,3,3,5,2,3,5,1,1,1,3,3,5,4,3,3,3,5,1,5,1,5,1,5,1,5,5,1,4,5,2,2,5,2,1,5,2
4214,Female,18,2,2,2,3,3,3,1,5,2,4,5,2,5,2,4,4,5,4,5,4,2,4,2,4,2,4,3,5,4,4,2,2,4,2,4,4,5,2,4,3,4,3,5,3,4,2,4,4,5,4
4215,Male,38,5,1,4,2,5,1,5,1,5,1,3,2,3,2,5,2,5,4,5,4,3,4,5,3,2,3,1,4,4,5,2,2,3,2,2,2,3,2,2,2,5,1,5,1,5,1,5,5,4,5
4216,Female,31,3,4,4,4,4,3,1,4,4,5,4,4,4,2,3,5,4,1,3,4,1,5,1,5,1,4,1,4,5,4,4,5,5,1,1,4,4,1,3,4,4,2,5,1,4,1,4,2,5,3
4217,Female,19,3,3,5,3,5,3,5,5,1,1,5,3,5,1,3,5,3,2,2,3,1,5,1,4,4,4,1,5,3,4,3,5,3,4,4,4,3,2,3,4,5,1,1,1,3,1,5,2,3,4
4218,Male,25,2,4,2,4,2,4,2,4,4,5,5,1,5,2,4,4,4,5,5,5,4,2,4,1,5,3,5,1,1,4,2,2,5,2,2,2,4,2,4,4,5,2,4,4,4,2,4,5,4,5
4219,Female,23,2,3,3,3,3,3,2,2,4,4,5,3,4,2,4,2,3,2,3,4,2,4,1,5,2,5,3,4,4,4,2,2,3,3,3,4,4,3,3,3,4,3,4,3,4,2,2,3,4,3
4220,Male,24,3,2,4,2,4,2,4,4,3,2,4,4,4,4,1,2,1,1,2,2,1,5,1,5,1,4,1,4,5,4,4,2,4,1,4,2,5,1,4,4,4,2,4,1,4,2,4,4,4,5
4221,Female,17,3,2,4,3,4,2,3,3,2,3,4,3,5,4,5,3,4,4,4,4,2,4,4,5,2,4,2,4,4,4,3,5,4,4,1,4,4,2,4,4,1,4,3,2,3,3,4,2,4,3
